,1,2,3,4,5,6,7,8,9,10,11,12,total
0,104.56,12.43,16.88,13.32,14.43,15.49,16.2,10.61,9.3,9.58,8.28,12.51,20.3
1,467.09,58.56,45.79,207.95,1370.61,2133.46,88.88,53.84,68.22,73.66,32.85,44.31,387.1
2,230.77,42.28,45.47,55.35,105.75,65.95,82.7,51.39,47.83,52.38,30.36,40.48,70.89
3,156.13,17.14,35.8,19.78,20.8,23.79,34.81,14.97,12.72,14.16,11.03,22.82,32.0
