,1,2,3,4,5,6,7,8,9,10,11,12,total
0,23.47,9.92,12.06,9.54,8.82,11.19,12.94,8.28,6.9,6.39,9.13,13.09,10.98
1,93.51,56.02,28.27,173.59,739.18,1386.22,45.28,38.69,46.36,46.87,34.18,47.7,227.99
2,41.1,32.44,30.26,38.27,66.8,43.3,74.27,37.31,32.78,31.75,31.98,42.69,41.91
3,46.55,14.65,29.36,15.63,15.3,20.73,28.58,12.45,9.41,10.46,11.74,23.22,19.84
