,1,2,3,4,5,6,7,8,9,10,11,12,total
0,48.78,20.52,17.56,19.14,17.87,22.16,17.59,29.1,39.18,32.63,16.42,14.66,24.63
1,33.65,23.11,22.52,26.51,22.96,25.68,32.2,1134.71,49.59,37.08,27.7,33.24,122.41
2,36.98,22.75,20.19,24.4,22.79,25.39,24.72,35.36,41.06,32.04,23.69,30.04,28.28
3,87.42,28.4,21.73,24.88,25.7,33.3,25.08,43.27,56.68,45.54,22.53,17.3,35.99
