"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"03/06/2014 00:05:00","CAPITL",61757,234.87,15.97,0.00
"03/06/2014 00:05:00","CENTRL",61754,219.33,0.44,0.00
"03/06/2014 00:05:00","DUNWOD",61760,227.42,8.53,0.00
"03/06/2014 00:05:00","GENESE",61753,215.83,-3.06,0.00
"03/06/2014 00:05:00","H Q",61844,216.04,-2.85,0.00
"03/06/2014 00:05:00","HUD VL",61758,229.19,10.29,0.00
"03/06/2014 00:05:00","LONGIL",61762,225.46,6.56,0.00
"03/06/2014 00:05:00","MHK VL",61756,226.34,7.45,0.00
"03/06/2014 00:05:00","MILLWD",61759,228.52,9.62,0.00
"03/06/2014 00:05:00","N.Y.C.",61761,226.76,7.87,0.00
"03/06/2014 00:05:00","NORTH",61755,220.86,1.97,0.00
"03/06/2014 00:05:00","NPX",61845,629.72,11.53,-435.22
"03/06/2014 00:05:00","O H",61846,208.39,-10.50,0.00
"03/06/2014 00:05:00","PJM",61847,218.24,-0.65,0.00
"03/06/2014 00:05:00","WEST",61752,211.68,-7.22,0.00
"03/06/2014 00:10:00","CAPITL",61757,203.94,13.34,0.00
"03/06/2014 00:10:00","CENTRL",61754,191.37,0.77,0.00
"03/06/2014 00:10:00","DUNWOD",61760,197.45,6.85,0.00
"03/06/2014 00:10:00","GENESE",61753,188.51,-2.09,0.00
"03/06/2014 00:10:00","H Q",61844,188.32,-2.28,0.00
"03/06/2014 00:10:00","HUD VL",61758,198.98,8.38,0.00
"03/06/2014 00:10:00","LONGIL",61762,195.17,4.57,0.00
"03/06/2014 00:10:00","MHK VL",61756,197.09,6.48,0.00
"03/06/2014 00:10:00","MILLWD",61759,198.42,7.82,0.00
"03/06/2014 00:10:00","N.Y.C.",61761,196.70,6.10,0.00
"03/06/2014 00:10:00","NORTH",61755,192.90,2.30,0.00
"03/06/2014 00:10:00","NPX",61845,629.72,11.53,-435.22
"03/06/2014 00:10:00","O H",61846,182.41,-8.19,0.00
"03/06/2014 00:10:00","PJM",61847,190.22,-0.38,0.00
"03/06/2014 00:10:00","WEST",61752,185.27,-5.34,0.00
"03/06/2014 00:15:00","CAPITL",61757,191.95,12.38,0.00
"03/06/2014 00:15:00","CENTRL",61754,179.21,-0.36,0.00
"03/06/2014 00:15:00","DUNWOD",61760,186.56,7.00,0.00
"03/06/2014 00:15:00","GENESE",61753,176.34,-3.23,0.00
"03/06/2014 00:15:00","H Q",61844,177.77,-1.80,0.00
"03/06/2014 00:15:00","HUD VL",61758,188.01,8.44,0.00
"03/06/2014 00:15:00","LONGIL",61762,184.78,5.21,0.00
"03/06/2014 00:15:00","MHK VL",61756,185.48,5.92,0.00
"03/06/2014 00:15:00","MILLWD",61759,187.46,7.89,0.00
"03/06/2014 00:15:00","N.Y.C.",61761,186.02,6.45,0.00
"03/06/2014 00:15:00","NORTH",61755,182.80,3.24,0.00
"03/06/2014 00:15:00","NPX",61845,629.72,11.53,-435.22
"03/06/2014 00:15:00","O H",61846,169.52,-10.05,0.00
"03/06/2014 00:15:00","PJM",61847,178.32,-1.25,0.00
"03/06/2014 00:15:00","WEST",61752,172.20,-7.37,0.00
"03/06/2014 00:20:00","CAPITL",61757,185.04,12.27,0.00
"03/06/2014 00:20:00","CENTRL",61754,172.77,0.00,0.00
"03/06/2014 00:20:00","DUNWOD",61760,180.03,7.26,0.00
"03/06/2014 00:20:00","GENESE",61753,170.52,-2.25,0.00
"03/06/2014 00:20:00","H Q",61844,170.52,-2.25,0.00
"03/06/2014 00:20:00","HUD VL",61758,181.41,8.64,0.00
"03/06/2014 00:20:00","LONGIL",61762,179.17,6.40,0.00
"03/06/2014 00:20:00","MHK VL",61756,178.47,5.69,0.00
"03/06/2014 00:20:00","MILLWD",61759,180.89,8.12,0.00
"03/06/2014 00:20:00","N.Y.C.",61761,179.69,6.92,0.00
"03/06/2014 00:20:00","NORTH",61755,174.32,1.55,0.00
"03/06/2014 00:20:00","NPX",61845,171.66,10.18,0.00
"03/06/2014 00:20:00","O H",61846,164.31,-8.46,0.00
"03/06/2014 00:20:00","PJM",61847,172.26,-0.52,0.00
"03/06/2014 00:20:00","WEST",61752,166.90,-5.87,0.00
"03/06/2014 00:25:00","CAPITL",61757,174.28,11.24,0.00
"03/06/2014 00:25:00","CENTRL",61754,163.20,0.16,0.00
"03/06/2014 00:25:00","DUNWOD",61760,169.88,6.85,0.00
"03/06/2014 00:25:00","GENESE",61753,160.91,-2.12,0.00
"03/06/2014 00:25:00","H Q",61844,160.91,-2.12,0.00
"03/06/2014 00:25:00","HUD VL",61758,171.18,8.15,0.00
"03/06/2014 00:25:00","LONGIL",61762,169.39,6.35,0.00
"03/06/2014 00:25:00","MHK VL",61756,168.58,5.55,0.00
"03/06/2014 00:25:00","MILLWD",61759,170.70,7.66,0.00
"03/06/2014 00:25:00","N.Y.C.",61761,169.39,6.35,0.00
"03/06/2014 00:25:00","NORTH",61755,164.67,1.63,0.00
"03/06/2014 00:25:00","NPX",61845,171.66,10.18,0.00
"03/06/2014 00:25:00","O H",61846,155.38,-7.66,0.00
"03/06/2014 00:25:00","PJM",61847,162.71,-0.33,0.00
"03/06/2014 00:25:00","WEST",61752,157.81,-5.22,0.00
"03/06/2014 00:30:00","CAPITL",61757,183.41,11.83,0.00
"03/06/2014 00:30:00","CENTRL",61754,171.75,0.17,0.00
"03/06/2014 00:30:00","DUNWOD",61760,178.95,7.37,0.00
"03/06/2014 00:30:00","GENESE",61753,169.35,-2.24,0.00
"03/06/2014 00:30:00","H Q",61844,169.35,-2.24,0.00
"03/06/2014 00:30:00","HUD VL",61758,180.33,8.75,0.00
"03/06/2014 00:30:00","LONGIL",61762,178.79,7.21,0.00
"03/06/2014 00:30:00","MHK VL",61756,177.58,6.00,0.00
"03/06/2014 00:30:00","MILLWD",61759,179.65,8.07,0.00
"03/06/2014 00:30:00","N.Y.C.",61761,178.45,6.87,0.00
"03/06/2014 00:30:00","NORTH",61755,173.12,1.54,0.00
"03/06/2014 00:30:00","NPX",61845,171.66,10.18,0.00
"03/06/2014 00:30:00","O H",61846,163.52,-8.06,0.00
"03/06/2014 00:30:00","PJM",61847,171.24,-0.34,0.00
"03/06/2014 00:30:00","WEST",61752,166.08,-5.50,0.00
"03/06/2014 00:35:00","CAPITL",61757,183.59,12.01,0.00
"03/06/2014 00:35:00","CENTRL",61754,171.58,0.00,0.00
"03/06/2014 00:35:00","DUNWOD",61760,178.62,7.04,0.00
"03/06/2014 00:35:00","GENESE",61753,169.35,-2.24,0.00
"03/06/2014 00:35:00","H Q",61844,169.35,-2.24,0.00
"03/06/2014 00:35:00","HUD VL",61758,180.16,8.58,0.00
"03/06/2014 00:35:00","LONGIL",61762,178.62,7.04,0.00
"03/06/2014 00:35:00","MHK VL",61756,177.58,6.00,0.00
"03/06/2014 00:35:00","MILLWD",61759,179.48,7.90,0.00
"03/06/2014 00:35:00","N.Y.C.",61761,178.27,6.68,0.00
"03/06/2014 00:35:00","NORTH",61755,173.12,1.54,0.00
"03/06/2014 00:35:00","NPX",61845,169.68,10.06,0.00
"03/06/2014 00:35:00","O H",61846,163.52,-8.06,0.00
"03/06/2014 00:35:00","PJM",61847,171.07,-0.51,0.00
"03/06/2014 00:35:00","WEST",61752,166.08,-5.50,0.00
"03/06/2014 00:40:00","CAPITL",61757,183.41,12.16,0.00
"03/06/2014 00:40:00","CENTRL",61754,171.25,0.00,0.00
"03/06/2014 00:40:00","DUNWOD",61760,178.44,7.19,0.00
"03/06/2014 00:40:00","GENESE",61753,169.20,-2.05,0.00
"03/06/2014 00:40:00","H Q",61844,168.85,-2.40,0.00
"03/06/2014 00:40:00","HUD VL",61758,179.81,8.56,0.00
"03/06/2014 00:40:00","LONGIL",61762,178.44,7.19,0.00
"03/06/2014 00:40:00","MHK VL",61756,177.24,5.99,0.00
"03/06/2014 00:40:00","MILLWD",61759,179.30,8.05,0.00
"03/06/2014 00:40:00","N.Y.C.",61761,177.92,6.67,0.00
"03/06/2014 00:40:00","NORTH",61755,172.61,1.36,0.00
"03/06/2014 00:40:00","NPX",61845,169.68,10.06,0.00
"03/06/2014 00:40:00","O H",61846,163.37,-7.87,0.00
"03/06/2014 00:40:00","PJM",61847,170.74,-0.51,0.00
"03/06/2014 00:40:00","WEST",61752,165.76,-5.49,0.00
"03/06/2014 00:45:00","CAPITL",61757,185.44,12.29,0.00
"03/06/2014 00:45:00","CENTRL",61754,173.15,0.00,0.00
"03/06/2014 00:45:00","DUNWOD",61760,180.25,7.10,0.00
"03/06/2014 00:45:00","GENESE",61753,171.08,-2.07,0.00
"03/06/2014 00:45:00","H Q",61844,170.72,-2.42,0.00
"03/06/2014 00:45:00","HUD VL",61758,181.80,8.65,0.00
"03/06/2014 00:45:00","LONGIL",61762,180.42,7.27,0.00
"03/06/2014 00:45:00","MHK VL",61756,179.04,5.89,0.00
"03/06/2014 00:45:00","MILLWD",61759,181.29,8.14,0.00
"03/06/2014 00:45:00","N.Y.C.",61761,179.72,6.58,0.00
"03/06/2014 00:45:00","NORTH",61755,174.52,1.38,0.00
"03/06/2014 00:45:00","NPX",61845,169.68,10.06,0.00
"03/06/2014 00:45:00","O H",61846,165.01,-8.14,0.00
"03/06/2014 00:45:00","PJM",61847,172.46,-0.69,0.00
"03/06/2014 00:45:00","WEST",61752,167.44,-5.71,0.00
"03/06/2014 00:50:00","CAPITL",61757,174.45,11.41,0.00
"03/06/2014 00:50:00","CENTRL",61754,163.36,0.33,0.00
"03/06/2014 00:50:00","DUNWOD",61760,169.88,6.85,0.00
"03/06/2014 00:50:00","GENESE",61753,161.25,-1.79,0.00
"03/06/2014 00:50:00","H Q",61844,160.75,-2.28,0.00
"03/06/2014 00:50:00","HUD VL",61758,171.18,8.15,0.00
"03/06/2014 00:50:00","LONGIL",61762,170.04,7.01,0.00
"03/06/2014 00:50:00","MHK VL",61756,168.74,5.70,0.00
"03/06/2014 00:50:00","MILLWD",61759,170.70,7.66,0.00
"03/06/2014 00:50:00","N.Y.C.",61761,169.23,6.19,0.00
"03/06/2014 00:50:00","NORTH",61755,164.19,1.15,0.00
"03/06/2014 00:50:00","NPX",61845,148.93,8.97,0.00
"03/06/2014 00:50:00","O H",61846,155.87,-7.17,0.00
"03/06/2014 00:50:00","PJM",61847,162.71,-0.33,0.00
"03/06/2014 00:50:00","WEST",61752,158.15,-4.89,0.00
"03/06/2014 00:55:00","CAPITL",61757,162.61,10.63,0.00
"03/06/2014 00:55:00","CENTRL",61754,151.97,0.00,0.00
"03/06/2014 00:55:00","DUNWOD",61760,158.50,6.53,0.00
"03/06/2014 00:55:00","GENESE",61753,149.99,-1.98,0.00
"03/06/2014 00:55:00","H Q",61844,149.85,-2.13,0.00
"03/06/2014 00:55:00","HUD VL",61758,159.72,7.75,0.00
"03/06/2014 00:55:00","LONGIL",61762,158.82,6.85,0.00
"03/06/2014 00:55:00","MHK VL",61756,157.14,5.17,0.00
"03/06/2014 00:55:00","MILLWD",61759,159.27,7.29,0.00
"03/06/2014 00:55:00","N.Y.C.",61761,158.06,6.09,0.00
