,1,2,3,4,5,6,7,8,9,10,11,12,total
0,26.35,9.02,12.94,7.97,8.64,10.21,12.13,7.43,6.69,8.63,6.72,11.25,10.66
1,112.57,42.28,27.4,177.97,983.65,1830.48,148.08,36.39,54.0,72.84,25.58,36.83,295.67
2,46.33,27.08,31.44,31.64,67.29,40.48,61.5,34.82,33.96,47.53,22.94,33.73,39.89
3,49.05,13.62,30.13,14.52,15.28,20.0,28.04,11.61,8.91,12.04,9.21,21.77,19.52
