,1,2,3,4,5,6,7,8,9,10,11,12,total
0,32.48,16.66,11.91,11.68,13.35,20.41,13.17,22.69,29.35,25.13,12.86,6.93,18.05
1,23.39,20.15,14.3,14.97,15.73,20.95,20.09,536.98,35.65,26.4,19.31,13.43,63.45
2,20.82,18.63,13.62,14.82,16.54,21.72,18.21,26.53,30.57,24.19,18.32,13.38,19.78
3,55.44,20.39,15.65,17.25,20.89,31.6,20.95,34.11,43.06,35.78,18.95,9.77,26.99
