"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"05/30/2013 00:05:00","CAPITL",61757,42.71,1.76,0.00
"05/30/2013 00:05:00","CENTRL",61754,40.54,-0.41,0.00
"05/30/2013 00:05:00","DUNWOD",61760,44.67,3.73,0.00
"05/30/2013 00:05:00","GENESE",61753,39.68,-1.27,0.00
"05/30/2013 00:05:00","H Q",61844,40.62,-0.33,0.00
"05/30/2013 00:05:00","HUD VL",61758,44.59,3.64,0.00
"05/30/2013 00:05:00","LONGIL",61762,45.41,4.46,0.00
"05/30/2013 00:05:00","MHK VL",61756,41.48,0.53,0.00
"05/30/2013 00:05:00","MILLWD",61759,44.63,3.69,0.00
"05/30/2013 00:05:00","N.Y.C.",61761,45.00,4.05,0.00
"05/30/2013 00:05:00","NORTH",61755,40.13,-0.82,0.00
"05/30/2013 00:05:00","NPX",61845,43.28,2.33,0.00
"05/30/2013 00:05:00","O H",61846,38.24,-2.70,0.00
"05/30/2013 00:05:00","PJM",61847,41.32,0.37,0.00
"05/30/2013 00:05:00","WEST",61752,39.02,-1.92,0.00
"05/30/2013 00:10:00","CAPITL",61757,44.02,1.73,0.00
"05/30/2013 00:10:00","CENTRL",61754,42.12,-0.17,0.00
"05/30/2013 00:10:00","DUNWOD",61760,45.88,3.59,0.00
"05/30/2013 00:10:00","GENESE",61753,41.35,-0.93,0.00
"05/30/2013 00:10:00","H Q",61844,41.90,-0.38,0.00
"05/30/2013 00:10:00","HUD VL",61758,45.88,3.59,0.00
"05/30/2013 00:10:00","LONGIL",61762,46.55,4.27,0.00
"05/30/2013 00:10:00","MHK VL",61756,42.88,0.59,0.00
"05/30/2013 00:10:00","MILLWD",61759,45.88,3.59,0.00
"05/30/2013 00:10:00","N.Y.C.",61761,46.22,3.93,0.00
"05/30/2013 00:10:00","NORTH",61755,41.35,-0.93,0.00
"05/30/2013 00:10:00","NPX",61845,44.52,2.24,0.00
"05/30/2013 00:10:00","O H",61846,40.21,-2.07,0.00
"05/30/2013 00:10:00","PJM",61847,42.96,0.67,0.00
"05/30/2013 00:10:00","WEST",61752,41.06,-1.23,0.00
"05/30/2013 00:15:00","CAPITL",61757,41.54,1.56,0.00
"05/30/2013 00:15:00","CENTRL",61754,40.14,0.16,0.00
"05/30/2013 00:15:00","DUNWOD",61760,43.10,3.12,0.00
"05/30/2013 00:15:00","GENESE",61753,39.34,-0.64,0.00
"05/30/2013 00:15:00","H Q",61844,39.58,-0.40,0.00
"05/30/2013 00:15:00","HUD VL",61758,43.14,3.16,0.00
"05/30/2013 00:15:00","LONGIL",61762,43.54,3.56,0.00
"05/30/2013 00:15:00","MHK VL",61756,40.58,0.60,0.00
"05/30/2013 00:15:00","MILLWD",61759,43.10,3.12,0.00
"05/30/2013 00:15:00","N.Y.C.",61761,43.38,3.40,0.00
"05/30/2013 00:15:00","NORTH",61755,39.07,-0.92,0.00
"05/30/2013 00:15:00","NPX",61845,41.98,2.00,0.00
"05/30/2013 00:15:00","O H",61846,38.58,-1.40,0.00
"05/30/2013 00:15:00","PJM",61847,40.94,0.96,0.00
"05/30/2013 00:15:00","WEST",61752,39.38,-0.60,0.00
"05/30/2013 00:20:00","CAPITL",61757,43.15,1.66,0.00
"05/30/2013 00:20:00","CENTRL",61754,41.57,0.08,0.00
"05/30/2013 00:20:00","DUNWOD",61760,44.84,3.36,0.00
"05/30/2013 00:20:00","GENESE",61753,40.66,-0.83,0.00
"05/30/2013 00:20:00","H Q",61844,41.11,-0.37,0.00
"05/30/2013 00:20:00","HUD VL",61758,44.84,3.36,0.00
"05/30/2013 00:20:00","LONGIL",61762,45.30,3.81,0.00
"05/30/2013 00:20:00","MHK VL",61756,42.11,0.62,0.00
"05/30/2013 00:20:00","MILLWD",61759,44.84,3.36,0.00
"05/30/2013 00:20:00","N.Y.C.",61761,45.14,3.65,0.00
"05/30/2013 00:20:00","NORTH",61755,40.57,-0.91,0.00
"05/30/2013 00:20:00","NPX",61845,43.64,2.16,0.00
"05/30/2013 00:20:00","O H",61846,39.74,-1.74,0.00
"05/30/2013 00:20:00","PJM",61847,42.44,0.95,0.00
"05/30/2013 00:20:00","WEST",61752,40.57,-0.91,0.00
"05/30/2013 00:25:00","CAPITL",61757,43.09,1.62,0.00
"05/30/2013 00:25:00","CENTRL",61754,41.64,0.17,0.00
"05/30/2013 00:25:00","DUNWOD",61760,44.72,3.24,0.00
"05/30/2013 00:25:00","GENESE",61753,40.77,-0.71,0.00
"05/30/2013 00:25:00","H Q",61844,41.10,-0.37,0.00
"05/30/2013 00:25:00","HUD VL",61758,44.75,3.28,0.00
"05/30/2013 00:25:00","LONGIL",61762,45.13,3.65,0.00
"05/30/2013 00:25:00","MHK VL",61756,42.18,0.70,0.00
"05/30/2013 00:25:00","MILLWD",61759,44.72,3.24,0.00
"05/30/2013 00:25:00","N.Y.C.",61761,45.00,3.52,0.00
"05/30/2013 00:25:00","NORTH",61755,40.57,-0.91,0.00
"05/30/2013 00:25:00","NPX",61845,43.55,2.07,0.00
"05/30/2013 00:25:00","O H",61846,39.94,-1.53,0.00
"05/30/2013 00:25:00","PJM",61847,42.47,0.99,0.00
"05/30/2013 00:25:00","WEST",61752,40.73,-0.75,0.00
"05/30/2013 00:30:00","CAPITL",61757,34.41,1.29,0.00
"05/30/2013 00:30:00","CENTRL",61754,33.19,0.07,0.00
"05/30/2013 00:30:00","DUNWOD",61760,35.77,2.65,0.00
"05/30/2013 00:30:00","GENESE",61753,32.49,-0.63,0.00
"05/30/2013 00:30:00","H Q",61844,32.82,-0.30,0.00
"05/30/2013 00:30:00","HUD VL",61758,35.77,2.65,0.00
"05/30/2013 00:30:00","LONGIL",61762,36.10,2.98,0.00
"05/30/2013 00:30:00","MHK VL",61756,33.65,0.53,0.00
"05/30/2013 00:30:00","MILLWD",61759,35.74,2.62,0.00
"05/30/2013 00:30:00","N.Y.C.",61761,36.00,2.88,0.00
"05/30/2013 00:30:00","NORTH",61755,32.39,-0.73,0.00
"05/30/2013 00:30:00","NPX",61845,34.81,1.69,0.00
"05/30/2013 00:30:00","O H",61846,31.79,-1.33,0.00
"05/30/2013 00:30:00","PJM",61847,33.88,0.76,0.00
"05/30/2013 00:30:00","WEST",61752,32.42,-0.70,0.00
"05/30/2013 00:35:00","CAPITL",61757,33.04,1.27,0.00
"05/30/2013 00:35:00","CENTRL",61754,31.83,0.06,0.00
"05/30/2013 00:35:00","DUNWOD",61760,34.34,2.57,0.00
"05/30/2013 00:35:00","GENESE",61753,31.16,-0.60,0.00
"05/30/2013 00:35:00","H Q",61844,31.45,-0.32,0.00
"05/30/2013 00:35:00","HUD VL",61758,34.34,2.57,0.00
"05/30/2013 00:35:00","LONGIL",61762,34.69,2.92,0.00
"05/30/2013 00:35:00","MHK VL",61756,32.27,0.51,0.00
"05/30/2013 00:35:00","MILLWD",61759,34.34,2.57,0.00
"05/30/2013 00:35:00","N.Y.C.",61761,34.59,2.83,0.00
"05/30/2013 00:35:00","NORTH",61755,30.97,-0.79,0.00
"05/30/2013 00:35:00","NPX",61845,33.42,1.65,0.00
"05/30/2013 00:35:00","O H",61846,30.50,-1.27,0.00
"05/30/2013 00:35:00","PJM",61847,32.50,0.73,0.00
"05/30/2013 00:35:00","WEST",61752,31.07,-0.70,0.00
"05/30/2013 00:40:00","CAPITL",61757,32.56,1.25,0.00
"05/30/2013 00:40:00","CENTRL",61754,31.40,0.09,0.00
"05/30/2013 00:40:00","DUNWOD",61760,33.84,2.53,0.00
"05/30/2013 00:40:00","GENESE",61753,30.81,-0.50,0.00
