,1,2,3,4,5,6,7,8,9,10,11,12,total
0,26.5,9.26,13.27,8.27,8.78,10.35,11.88,7.67,7.01,8.97,6.7,11.33,10.83
1,119.17,42.85,28.43,182.49,992.66,1876.39,143.69,37.76,56.67,75.76,25.74,37.15,301.56
2,46.55,28.48,32.52,32.8,68.12,41.3,59.52,35.89,35.79,49.58,22.97,33.74,40.6
3,48.95,13.92,30.45,14.76,15.41,20.13,27.77,11.85,9.2,12.34,9.17,21.87,19.65
