"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"02/11/2014 00:05:00","CAPITL",61757,41.38,3.02,-0.06
"02/11/2014 00:05:00","CENTRL",61754,38.12,-0.19,-0.01
"02/11/2014 00:05:00","DUNWOD",61760,41.83,3.48,-0.04
"02/11/2014 00:05:00","GENESE",61753,37.35,-0.96,-0.01
"02/11/2014 00:05:00","H Q",61844,37.53,-0.77,0.00
"02/11/2014 00:05:00","HUD VL",61758,41.83,3.48,-0.04
"02/11/2014 00:05:00","LONGIL",61762,42.71,4.36,-0.05
"02/11/2014 00:05:00","MHK VL",61756,39.38,1.07,-0.01
"02/11/2014 00:05:00","MILLWD",61759,41.94,3.60,-0.04
"02/11/2014 00:05:00","N.Y.C.",61761,42.14,3.79,-0.04
"02/11/2014 00:05:00","NORTH",61755,37.69,-0.61,0.00
"02/11/2014 00:05:00","NPX",61845,186.07,3.21,-145.10
"02/11/2014 00:05:00","O H",61846,54.30,-2.08,-18.61
"02/11/2014 00:05:00","PJM",61847,36.24,-2.07,-0.01
"02/11/2014 00:05:00","WEST",61752,36.62,-1.68,-0.01
"02/11/2014 00:10:00","CAPITL",61757,65.96,4.89,0.00
"02/11/2014 00:10:00","CENTRL",61754,60.77,-0.30,0.00
"02/11/2014 00:10:00","DUNWOD",61760,66.58,5.50,0.00
"02/11/2014 00:10:00","GENESE",61753,59.67,-1.40,0.00
"02/11/2014 00:10:00","H Q",61844,59.86,-1.22,0.00
"02/11/2014 00:10:00","HUD VL",61758,66.51,5.43,0.00
"02/11/2014 00:10:00","LONGIL",61762,67.98,6.90,0.00
"02/11/2014 00:10:00","MHK VL",61756,62.73,1.65,0.00
"02/11/2014 00:10:00","MILLWD",61759,66.76,5.68,0.00
"02/11/2014 00:10:00","N.Y.C.",61761,66.94,5.86,0.00
"02/11/2014 00:10:00","NORTH",61755,60.10,-0.98,0.00
"02/11/2014 00:10:00","NPX",61845,186.07,3.21,-145.10
"02/11/2014 00:10:00","O H",61846,54.30,-2.08,-18.61
"02/11/2014 00:10:00","PJM",61847,58.02,-3.05,0.00
"02/11/2014 00:10:00","WEST",61752,58.63,-2.44,0.00
"02/11/2014 00:15:00","CAPITL",61757,48.92,3.58,0.00
"02/11/2014 00:15:00","CENTRL",61754,45.33,0.00,0.00
"02/11/2014 00:15:00","DUNWOD",61760,49.23,3.90,0.00
"02/11/2014 00:15:00","GENESE",61753,44.43,-0.91,0.00
"02/11/2014 00:15:00","H Q",61844,44.47,-0.86,0.00
"02/11/2014 00:15:00","HUD VL",61758,49.28,3.94,0.00
"02/11/2014 00:15:00","LONGIL",61762,50.32,4.99,0.00
"02/11/2014 00:15:00","MHK VL",61756,46.65,1.32,0.00
"02/11/2014 00:15:00","MILLWD",61759,49.42,4.08,0.00
"02/11/2014 00:15:00","N.Y.C.",61761,49.50,4.17,0.00
"02/11/2014 00:15:00","NORTH",61755,44.66,-0.68,0.00
"02/11/2014 00:15:00","NPX",61845,186.07,3.21,-145.10
"02/11/2014 00:15:00","O H",61846,54.30,-2.08,-18.61
"02/11/2014 00:15:00","PJM",61847,43.70,-1.63,0.00
"02/11/2014 00:15:00","WEST",61752,43.93,-1.41,0.00
"02/11/2014 00:20:00","CAPITL",61757,42.98,3.15,0.00
"02/11/2014 00:20:00","CENTRL",61754,39.91,0.08,0.00
"02/11/2014 00:20:00","DUNWOD",61760,43.18,3.35,0.00
"02/11/2014 00:20:00","GENESE",61753,39.19,-0.64,0.00
"02/11/2014 00:20:00","H Q",61844,39.04,-0.80,0.00
"02/11/2014 00:20:00","HUD VL",61758,43.22,3.38,0.00
"02/11/2014 00:20:00","LONGIL",61762,44.13,4.30,0.00
"02/11/2014 00:20:00","MHK VL",61756,40.99,1.16,0.00
"02/11/2014 00:20:00","MILLWD",61759,43.30,3.46,0.00
"02/11/2014 00:20:00","N.Y.C.",61761,43.34,3.51,0.00
"02/11/2014 00:20:00","NORTH",61755,39.19,-0.64,0.00
"02/11/2014 00:20:00","NPX",61845,170.88,3.51,-126.10
"02/11/2014 00:20:00","O H",61846,56.65,-2.27,-17.64
"02/11/2014 00:20:00","PJM",61847,38.60,-1.24,0.00
"02/11/2014 00:20:00","WEST",61752,38.84,-0.99,0.00
"02/11/2014 00:25:00","CAPITL",61757,43.47,3.26,0.00
"02/11/2014 00:25:00","CENTRL",61754,40.18,-0.04,0.00
"02/11/2014 00:25:00","DUNWOD",61760,43.60,3.38,0.00
"02/11/2014 00:25:00","GENESE",61753,39.41,-0.80,0.00
"02/11/2014 00:25:00","H Q",61844,39.45,-0.77,0.00
"02/11/2014 00:25:00","HUD VL",61758,43.63,3.42,0.00
"02/11/2014 00:25:00","LONGIL",61762,44.52,4.31,0.00
"02/11/2014 00:25:00","MHK VL",61756,41.38,1.17,0.00
"02/11/2014 00:25:00","MILLWD",61759,43.71,3.50,0.00
"02/11/2014 00:25:00","N.Y.C.",61761,43.76,3.54,0.00
"02/11/2014 00:25:00","NORTH",61755,39.62,-0.60,0.00
"02/11/2014 00:25:00","NPX",61845,170.88,3.51,-126.10
"02/11/2014 00:25:00","O H",61846,56.65,-2.27,-17.64
"02/11/2014 00:25:00","PJM",61847,38.61,-1.61,0.00
"02/11/2014 00:25:00","WEST",61752,38.93,-1.29,0.00
"02/11/2014 00:30:00","CAPITL",61757,62.98,4.72,0.00
"02/11/2014 00:30:00","CENTRL",61754,58.09,-0.17,0.00
"02/11/2014 00:30:00","DUNWOD",61760,63.16,4.89,0.00
"02/11/2014 00:30:00","GENESE",61753,56.92,-1.34,0.00
"02/11/2014 00:30:00","H Q",61844,57.21,-1.05,0.00
"02/11/2014 00:30:00","HUD VL",61758,63.21,4.95,0.00
"02/11/2014 00:30:00","LONGIL",61762,64.56,6.29,0.00
"02/11/2014 00:30:00","MHK VL",61756,59.95,1.69,0.00
"02/11/2014 00:30:00","MILLWD",61759,63.33,5.07,0.00
"02/11/2014 00:30:00","N.Y.C.",61761,63.44,5.18,0.00
"02/11/2014 00:30:00","NORTH",61755,57.45,-0.82,0.00
"02/11/2014 00:30:00","NPX",61845,170.88,3.51,-126.10
"02/11/2014 00:30:00","O H",61846,56.65,-2.27,-17.64
"02/11/2014 00:30:00","PJM",61847,55.58,-2.68,0.00
"02/11/2014 00:30:00","WEST",61752,56.05,-2.21,0.00
"02/11/2014 00:35:00","CAPITL",61757,62.79,4.65,0.00
"02/11/2014 00:35:00","CENTRL",61754,58.02,-0.12,0.00
"02/11/2014 00:35:00","DUNWOD",61760,62.96,4.82,0.00
"02/11/2014 00:35:00","GENESE",61753,56.92,-1.22,0.00
"02/11/2014 00:35:00","H Q",61844,57.10,-1.04,0.00
"02/11/2014 00:35:00","HUD VL",61758,63.02,4.88,0.00
"02/11/2014 00:35:00","LONGIL",61762,64.42,6.28,0.00
"02/11/2014 00:35:00","MHK VL",61756,59.83,1.69,0.00
"02/11/2014 00:35:00","MILLWD",61759,63.20,5.06,0.00
"02/11/2014 00:35:00","N.Y.C.",61761,63.26,5.12,0.00
"02/11/2014 00:35:00","NORTH",61755,57.45,-0.70,0.00
"02/11/2014 00:35:00","NPX",61845,167.23,3.56,-121.82
"02/11/2014 00:35:00","O H",61846,56.60,-2.30,-17.05
"02/11/2014 00:35:00","PJM",61847,55.70,-2.44,0.00
"02/11/2014 00:35:00","WEST",61752,56.10,-2.04,0.00
"02/11/2014 00:40:00","CAPITL",61757,38.67,2.83,0.00
"02/11/2014 00:40:00","CENTRL",61754,35.81,-0.04,0.00
"02/11/2014 00:40:00","DUNWOD",61760,38.78,2.94,0.00
"02/11/2014 00:40:00","GENESE",61753,35.16,-0.68,0.00
"02/11/2014 00:40:00","H Q",61844,35.20,-0.64,0.00
"02/11/2014 00:40:00","HUD VL",61758,38.81,2.97,0.00
"02/11/2014 00:40:00","LONGIL",61762,39.68,3.84,0.00
"02/11/2014 00:40:00","MHK VL",61756,36.88,1.04,0.00
"02/11/2014 00:40:00","MILLWD",61759,38.92,3.08,0.00
"02/11/2014 00:40:00","N.Y.C.",61761,38.96,3.12,0.00
"02/11/2014 00:40:00","NORTH",61755,35.45,-0.39,0.00
"02/11/2014 00:40:00","NPX",61845,167.23,3.56,-121.82
"02/11/2014 00:40:00","O H",61846,56.60,-2.30,-17.05
"02/11/2014 00:40:00","PJM",61847,34.48,-1.36,0.00
"02/11/2014 00:40:00","WEST",61752,34.69,-1.15,0.00
"02/11/2014 00:45:00","CAPITL",61757,151.46,5.66,-75.01
"02/11/2014 00:45:00","CENTRL",61754,79.67,-0.28,-9.17
"02/11/2014 00:45:00","DUNWOD",61760,133.51,5.73,-56.99
"02/11/2014 00:45:00","GENESE",61753,75.92,-1.91,-7.05
"02/11/2014 00:45:00","H Q",61844,69.58,-1.20,0.00
"02/11/2014 00:45:00","HUD VL",61758,133.06,5.87,-56.41
"02/11/2014 00:45:00","LONGIL",61762,135.30,7.50,-57.02
"02/11/2014 00:45:00","MHK VL",61756,82.50,1.98,-9.74
"02/11/2014 00:45:00","MILLWD",61759,134.19,6.01,-57.39
"02/11/2014 00:45:00","N.Y.C.",61761,133.90,6.09,-57.03
"02/11/2014 00:45:00","NORTH",61755,70.21,-0.57,0.00
"02/11/2014 00:45:00","NPX",61845,167.23,3.56,-121.82
"02/11/2014 00:45:00","O H",61846,56.60,-2.30,-17.05
"02/11/2014 00:45:00","PJM",61847,79.41,-3.11,-11.74
"02/11/2014 00:45:00","WEST",61752,76.91,-2.97,-9.10
"02/11/2014 00:50:00","CAPITL",61757,163.18,4.85,-97.68
"02/11/2014 00:50:00","CENTRL",61754,72.17,-0.42,-11.94
"02/11/2014 00:50:00","DUNWOD",61760,139.71,4.85,-74.21
"02/11/2014 00:50:00","GENESE",61753,68.01,-1.82,-9.18
"02/11/2014 00:50:00","H Q",61844,59.67,-0.97,0.00
"02/11/2014 00:50:00","HUD VL",61758,139.07,4.97,-73.45
"02/11/2014 00:50:00","LONGIL",61762,141.19,6.31,-74.24
"02/11/2014 00:50:00","MHK VL",61756,74.96,1.64,-12.68
"02/11/2014 00:50:00","MILLWD",61759,140.47,5.09,-74.73
"02/11/2014 00:50:00","N.Y.C.",61761,140.00,5.09,-74.26
"02/11/2014 00:50:00","NORTH",61755,60.16,-0.49,0.00
"02/11/2014 00:50:00","NPX",61845,186.13,3.04,-147.34
"02/11/2014 00:50:00","O H",61846,54.44,-1.93,-20.62
"02/11/2014 00:50:00","PJM",61847,72.71,-3.22,-15.28
"02/11/2014 00:50:00","WEST",61752,69.52,-2.97,-11.85
"02/11/2014 00:55:00","CAPITL",61757,70.51,5.22,0.00
"02/11/2014 00:55:00","CENTRL",61754,65.16,-0.13,0.00
"02/11/2014 00:55:00","DUNWOD",61760,70.44,5.16,0.00
"02/11/2014 00:55:00","GENESE",61753,63.85,-1.44,0.00
"02/11/2014 00:55:00","H Q",61844,64.11,-1.17,0.00
"02/11/2014 00:55:00","HUD VL",61758,70.57,5.29,0.00
"02/11/2014 00:55:00","LONGIL",61762,72.08,6.79,0.00
"02/11/2014 00:55:00","MHK VL",61756,67.11,1.83,0.00
"02/11/2014 00:55:00","MILLWD",61759,70.70,5.42,0.00
"02/11/2014 00:55:00","N.Y.C.",61761,70.70,5.42,0.00
"02/11/2014 00:55:00","NORTH",61755,64.51,-0.78,0.00
"02/11/2014 00:55:00","NPX",61845,186.13,3.04,-147.34
"02/11/2014 00:55:00","O H",61846,54.44,-1.93,-20.62
"02/11/2014 00:55:00","PJM",61847,62.74,-2.55,0.00
"02/11/2014 00:55:00","WEST",61752,63.00,-2.29,0.00
"02/11/2014 01:00:00","CAPITL",61757,203.09,4.74,-139.82
"02/11/2014 01:00:00","CENTRL",61754,75.56,-0.06,-17.10
"02/11/2014 01:00:00","DUNWOD",61760,169.38,4.62,-106.24
"02/11/2014 01:00:00","GENESE",61753,70.38,-1.29,-13.14
"02/11/2014 01:00:00","H Q",61844,57.47,-1.05,0.00
"02/11/2014 01:00:00","HUD VL",61758,168.47,4.80,-105.15
"02/11/2014 01:00:00","LONGIL",61762,170.71,5.91,-106.28
"02/11/2014 01:00:00","MHK VL",61756,78.31,1.64,-18.15
"02/11/2014 01:00:00","MILLWD",61759,170.35,4.85,-106.98
"02/11/2014 01:00:00","N.Y.C.",61761,169.63,4.80,-106.31
"02/11/2014 01:00:00","NORTH",61755,57.88,-0.64,0.00
"02/11/2014 01:00:00","NPX",61845,186.13,3.04,-147.34
"02/11/2014 01:00:00","O H",61846,54.44,-1.93,-20.62
"02/11/2014 01:00:00","PJM",61847,78.41,-1.99,-21.88
"02/11/2014 01:00:00","WEST",61752,73.55,-1.93,-16.96
"02/11/2014 01:05:00","CAPITL",61757,199.13,4.81,-135.65
"02/11/2014 01:05:00","CENTRL",61754,75.26,0.00,-16.59
"02/11/2014 01:05:00","DUNWOD",61760,166.31,4.58,-103.06
"02/11/2014 01:05:00","GENESE",61753,70.25,-1.17,-12.75
"02/11/2014 01:05:00","H Q",61844,57.55,-1.12,0.00
"02/11/2014 01:05:00","HUD VL",61758,165.43,4.75,-102.01
"02/11/2014 01:05:00","LONGIL",61762,167.64,5.87,-103.10
"02/11/2014 01:05:00","MHK VL",61756,77.98,1.70,-17.61
"02/11/2014 01:05:00","MILLWD",61759,167.26,4.81,-103.78
"02/11/2014 01:05:00","N.Y.C.",61761,166.55,4.75,-103.13
