"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"02/06/2015 00:05:00","CAPITL",61757,123.62,2.29,-91.65
"02/06/2015 00:05:00","CENTRL",61754,40.39,-0.27,-10.98
"02/06/2015 00:05:00","DUNWOD",61760,101.68,2.55,-69.45
"02/06/2015 00:05:00","GENESE",61753,37.16,-1.19,-8.66
"02/06/2015 00:05:00","H Q",61844,29.18,-0.50,0.00
"02/06/2015 00:05:00","HUD VL",61758,100.97,2.55,-68.74
"02/06/2015 00:05:00","LONGIL",61762,102.59,3.41,-69.50
"02/06/2015 00:05:00","MHK VL",61756,43.42,1.16,-12.58
"02/06/2015 00:05:00","MILLWD",61759,102.33,2.64,-70.01
"02/06/2015 00:05:00","N.Y.C.",61761,101.84,2.67,-69.48
"02/06/2015 00:05:00","NORTH",61755,29.39,-0.30,0.00
"02/06/2015 00:05:00","NPX",61845,113.69,2.32,-81.69
"02/06/2015 00:05:00","O H",61846,38.58,-2.70,-11.59
"02/06/2015 00:05:00","PJM",61847,76.50,0.38,-46.43
"02/06/2015 00:05:00","WEST",61752,38.71,-2.32,-11.34
"02/06/2015 00:10:00","CAPITL",61757,92.22,2.89,-51.76
"02/06/2015 00:10:00","CENTRL",61754,43.43,-0.34,-6.20
"02/06/2015 00:10:00","DUNWOD",61760,79.98,3.19,-39.22
"02/06/2015 00:10:00","GENESE",61753,41.07,-1.39,-4.89
"02/06/2015 00:10:00","H Q",61844,36.93,-0.64,0.00
"02/06/2015 00:10:00","HUD VL",61758,79.62,3.23,-38.82
"02/06/2015 00:10:00","LONGIL",61762,80.98,4.17,-39.25
"02/06/2015 00:10:00","MHK VL",61756,46.10,1.43,-7.11
"02/06/2015 00:10:00","MILLWD",61759,80.41,3.31,-39.54
"02/06/2015 00:10:00","N.Y.C.",61761,80.23,3.42,-39.24
"02/06/2015 00:10:00","NORTH",61755,37.19,-0.38,0.00
"02/06/2015 00:10:00","NPX",61845,86.63,2.93,-46.14
"02/06/2015 00:10:00","O H",61846,40.81,-3.31,-6.55
"02/06/2015 00:10:00","PJM",61847,64.24,0.45,-26.22
"02/06/2015 00:10:00","WEST",61752,41.15,-2.82,-6.40
"02/06/2015 00:15:00","CAPITL",61757,91.79,2.91,-51.11
"02/06/2015 00:15:00","CENTRL",61754,43.56,-0.34,-6.13
"02/06/2015 00:15:00","DUNWOD",61760,79.67,3.17,-38.73
"02/06/2015 00:15:00","GENESE",61753,41.13,-1.47,-4.83
"02/06/2015 00:15:00","H Q",61844,37.17,-0.61,0.00
"02/06/2015 00:15:00","HUD VL",61758,79.32,3.21,-38.34
"02/06/2015 00:15:00","LONGIL",61762,80.76,4.23,-38.76
"02/06/2015 00:15:00","MHK VL",61756,46.40,1.47,-7.16
"02/06/2015 00:15:00","MILLWD",61759,80.10,3.28,-39.04
"02/06/2015 00:15:00","N.Y.C.",61761,79.96,3.44,-38.75
"02/06/2015 00:15:00","NORTH",61755,37.51,-0.26,0.00
"02/06/2015 00:15:00","NPX",61845,86.23,2.91,-45.55
"02/06/2015 00:15:00","O H",61846,40.84,-3.40,-6.46
"02/06/2015 00:15:00","PJM",61847,64.12,0.45,-25.89
"02/06/2015 00:15:00","WEST",61752,41.15,-2.95,-6.32
"02/06/2015 00:20:00","CAPITL",61757,69.19,2.43,-34.83
"02/06/2015 00:20:00","CENTRL",61754,35.76,-0.35,-4.18
"02/06/2015 00:20:00","DUNWOD",61760,60.94,2.62,-26.39
"02/06/2015 00:20:00","GENESE",61753,33.89,-1.34,-3.29
"02/06/2015 00:20:00","H Q",61844,31.45,-0.48,0.00
"02/06/2015 00:20:00","HUD VL",61758,60.71,2.65,-26.13
"02/06/2015 00:20:00","LONGIL",61762,62.02,3.67,-26.41
"02/06/2015 00:20:00","MHK VL",61756,38.02,1.21,-4.88
"02/06/2015 00:20:00","MILLWD",61759,61.25,2.71,-26.61
