,1,2,3,4,5,6,7,8,9,10,11,12,total
0,47.62,21.28,19.45,17.57,15.27,28.04,16.1,29.57,37.07,38.7,16.42,18.63,25.48
1,28.69,22.41,21.32,23.06,17.79,26.22,29.26,1006.91,39.15,36.91,27.47,42.01,110.1
2,33.92,22.88,21.68,22.38,18.94,28.58,22.52,34.84,36.52,36.1,23.72,38.0,28.34
3,73.14,26.81,23.79,22.67,22.6,41.84,22.83,44.64,54.96,52.7,22.17,21.0,35.76
