,1,2,3,4,5,6,7,8,9,10,11,12,total
0,26.73,8.99,13.15,8.33,8.75,10.36,11.94,7.71,7.01,8.94,6.7,11.43,10.84
1,118.4,46.4,27.95,182.36,991.49,1875.36,145.98,38.1,56.61,75.49,25.74,37.53,301.78
2,46.97,27.13,32.12,32.99,68.01,41.37,60.18,36.25,35.76,49.42,22.96,34.2,40.61
3,49.4,13.7,30.36,14.89,15.39,20.12,27.9,11.93,9.2,12.32,9.17,22.02,19.7
