,1,2,3,4,5,6,7,8,9,10,11,12,total
0,1092.47,876.87,618.57,371.06,536.46,714.36,600.21,745.38,709.21,412.4,449.98,783.13,659.18
1,11.34,10.47,7.75,5.22,6.56,8.21,7.05,9.02,9.71,5.93,6.04,9.92,8.1
2,11.98,10.77,7.92,5.2,6.7,8.31,7.06,8.98,9.63,5.89,6.15,10.33,8.24
3,1329.52,1036.95,731.64,446.29,637.39,820.54,703.19,879.27,834.48,491.04,549.73,948.4,784.04
