,1,2,3,4,5,6,7,8,9,10,11,12,total
0,297.94,214.14,179.45,185.19,308.45,379.31,596.96,405.64,612.88,371.35,208.59,246.41,333.86
1,4.89,3.71,3.28,3.54,5.56,6.0,7.34,5.71,9.87,6.92,3.92,4.36,5.42
2,5.03,3.78,3.29,3.63,5.64,6.12,7.52,5.79,10.01,7.0,3.96,4.44,5.52
3,351.92,251.78,210.24,224.55,353.03,439.41,695.6,468.23,714.89,436.0,243.24,282.82,389.31
