,1,2,3,4,5,6,7,8,9,10,11,12,total
0,105.64,72.69,19.14,23.89,18.98,40.86,23.35,53.26,82.08,84.94,31.52,19.64,48.0
1,80.51,87.96,22.93,31.03,23.36,45.63,42.17,1978.55,114.69,93.02,50.27,38.48,217.38
2,83.96,87.61,21.8,29.89,23.93,45.91,33.3,65.84,89.76,82.32,44.17,38.43,53.91
3,149.16,99.63,24.11,31.19,26.9,58.04,33.44,72.09,110.63,110.44,42.92,25.9,65.37
