,1,2,3,4,5,6,7,8,9,10,11,12,total
0,26.78,10.35,16.6,8.27,8.94,10.17,14.08,7.37,3.96,5.2,5.08,10.96,10.65
1,210.41,75.32,48.88,216.13,847.68,1840.93,197.57,31.64,33.35,41.43,22.72,43.73,300.82
2,47.71,33.25,43.07,31.79,76.61,36.92,78.89,29.33,18.06,24.41,18.58,34.22,39.4
3,46.96,14.45,32.17,14.65,15.33,19.81,28.85,11.43,6.38,8.78,7.64,20.85,18.94
