,1,2,3,4,5,6,7,8,9,10,11,12,total
0,77.51,70.98,69.02,70.42,69.36,84.55,89.49,83.75,73.88,66.81,69.78,70.02,74.63
1,1.3,1.22,1.24,1.36,1.31,1.37,1.14,1.17,1.19,1.28,1.29,1.23,1.26
2,1.31,1.23,1.25,1.36,1.3,1.35,1.13,1.17,1.19,1.26,1.3,1.24,1.26
3,98.44,93.47,89.45,91.87,90.05,107.59,114.48,105.6,93.46,85.95,87.87,89.64,95.66
