,date,mae,mape,mre,mse
0,2020-01-01,54.89472138031631,1.0587341200514877,1.0601444506269195,72.92530307214855
1,2020-01-02,68.71291987239915,1.2115870847998993,1.2145125496930633,88.84701442850422
2,2020-01-03,67.27523769341065,1.2106196554178632,1.2107021497587047,89.20099923151831
3,2020-01-04,47.86094581844967,0.9223165268225766,0.9345498521226714,69.97395682743162
4,2020-01-05,81.51457592543878,1.6489138291774137,1.5783277092286063,108.8011202613493
5,2020-01-06,69.8001823113458,1.2291186670168195,1.2129704487459774,95.3783181334861
6,2020-01-07,70.95079993967207,1.2363771297542987,1.2442642669366366,89.49319508246916
7,2020-01-08,83.66464815305281,1.4197089832492975,1.4344283655575065,108.26997924277693
8,2020-01-09,85.05928418383651,1.414948456748802,1.4125313674167077,107.73378628448796
9,2020-01-10,84.86365769611457,1.4684494627388107,1.4803812616298513,103.74589217117206
10,2020-01-11,50.87907545804656,0.9901492168760495,1.0166021823918938,69.47257816482868
11,2020-01-12,48.41439591339586,0.9845878028191081,0.9987420605492142,62.77056095989465
12,2020-01-13,79.93714575681379,1.4112562391716486,1.4449496944115796,103.9054140395422
13,2020-01-14,79.63426391897784,1.4542061346192423,1.4196658669542817,96.37909973149553
14,2020-01-15,87.72064065833452,1.60617640776732,1.5938654071471074,109.60744538672587
15,2020-01-16,98.7853212439381,1.7030710016540447,1.7647497146180788,125.01449715465787
16,2020-01-17,74.63672284097663,1.2636335200886628,1.2398899074440126,106.49517069444609
17,2020-01-18,48.89364328904544,0.8354594903943842,0.8529312339724541,59.12041315858332
18,2020-01-19,57.41338830403943,1.0540419466037847,1.0902837505188214,79.12550136715966
19,2020-01-20,64.86411988875943,1.0918741192611512,1.0956059867493375,88.37864930223255
20,2020-01-21,77.00173386555551,1.2601826544698649,1.2487417337073163,106.17169899524937
21,2020-01-22,79.35145640827298,1.3129210347625224,1.3230167296983821,113.0140245471334
22,2020-01-23,77.65288104575252,1.3414145853717692,1.3377068789993418,105.37208617313567
23,2020-01-24,65.76607326296046,1.1723468551184648,1.1686223535181532,95.96208381678231
24,2020-01-25,51.51177319646001,0.9597948032823115,0.9772358898086685,66.82486190709614
25,2020-01-26,62.74608319613734,1.2190752845964183,1.2323824165101238,75.86797142109307
26,2020-01-27,86.48513011331598,1.4858162799977008,1.5205697715893076,118.9221396104357
27,2020-01-28,86.76790735557677,1.5066772659747865,1.5239484046732403,107.1537872204044
28,2020-01-29,76.48815825261795,1.289743488122599,1.3272876466950998,111.3084727724298
29,2020-01-30,80.24742725964097,1.356326403417745,1.3675605475468922,103.38027662298039
30,2020-01-31,69.9244082381056,1.2322337449512013,1.2166312019859304,91.60334736889267
31,2020-02-01,55.09649759389424,1.0281975328360073,1.0531875542126294,68.23275952451624
32,2020-02-02,55.41485874867423,1.051452043133548,1.0826307074759975,73.72187491109348
33,2020-02-03,78.9940688629413,1.3935905328930587,1.4253539990426192,112.34764212895338
34,2020-02-04,82.15956223233593,1.4995906623560606,1.4932434686350582,113.14060228465533
35,2020-02-05,81.78131128420746,1.508646644695263,1.468011158313211,103.47578195331955
36,2020-02-06,106.3122098754076,1.869649400523145,1.8710103241405227,125.84392288656437
37,2020-02-07,71.36450481268253,1.2690166499233066,1.2639601166766026,101.83349352405945
38,2020-02-08,48.98990213871146,0.9047099613365508,0.9215600550926493,65.78737968399163
39,2020-02-09,56.89034967096931,1.06512454962237,1.0989561462587727,80.0389007535548
40,2020-02-10,81.50443039900559,1.4341706122138407,1.4429734330102322,110.28386343726558
41,2020-02-11,84.610287118956,1.5101793161973072,1.5184336632356594,114.60795970129709
42,2020-02-12,89.75980009126798,1.5820048307967443,1.612294613690608,123.925785198389
43,2020-02-13,88.35111945448341,1.5484261453929153,1.558384564888581,115.74761146037693
44,2020-02-14,84.74284604874086,1.469622904914004,1.4628206520888531,115.70966046059564
45,2020-02-15,64.68557327877761,1.1477513562298578,1.153046516649049,81.21159950975616
46,2020-02-16,64.43387832483218,1.1890180198428135,1.223965491015416,85.39568555442415
47,2020-02-17,48.57310255098237,0.9146366227504856,0.9271651888471597,67.3878254333725
48,2020-02-18,72.9757306825232,1.3244441250355081,1.3007185565395896,94.6125659390227
49,2020-02-19,69.20690987271703,1.2407250852453884,1.2591402017737556,95.67799593129067
50,2020-02-20,65.81101121872689,1.1573007084835552,1.1410318927250045,90.25733297110351
51,2020-02-21,73.08408618559038,1.2334478949803402,1.2403075057306492,94.21342672510794
52,2020-02-22,44.65624201723828,0.8274544826862793,0.8493177391254572,62.852798015747254
53,2020-02-23,49.12513996050809,0.957821253720143,0.9874615017179558,59.911372052588064
54,2020-02-24,67.81363367764834,1.2696625439187665,1.2528074798195992,95.9605453034478
55,2020-02-25,81.92348531688995,1.5012773653906515,1.511393039104124,107.61572718011263
56,2020-02-26,59.01486838878134,1.1089565034078173,1.0782302913463007,84.06579553088876
57,2020-02-27,89.04821681472458,1.614679243254653,1.5977192523742665,118.74725955665139
58,2020-02-28,89.65129845767137,1.6145855964204,1.558616536325622,120.53961608928228
59,2020-02-29,52.99318061060402,0.9701792323309559,0.9828112131046741,65.44909621100787
60,2020-03-01,53.888740725258984,1.0091244673352455,1.024162469626411,69.91076512959155
61,2020-03-02,78.3718381797377,1.41541681440968,1.4275250349220447,109.67717121008992
62,2020-03-03,87.6784561983184,1.6332930026602035,1.632259591151955,103.02307982964209
63,2020-03-04,71.40977365191591,1.3446970165957575,1.3365942160952569,89.11499782586054
64,2020-03-05,56.67335143173913,1.0558909317844762,1.0491130905861994,83.4853592786288
