"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"11/01/2012 00:05:00","CAPITL",61757,0.01,0.00,0.00
"11/01/2012 00:05:00","CENTRL",61754,0.01,0.00,0.00
"11/01/2012 00:05:00","DUNWOD",61760,0.01,0.00,0.00
"11/01/2012 00:05:00","GENESE",61753,0.01,0.00,0.00
"11/01/2012 00:05:00","H Q",61844,0.01,0.00,0.00
"11/01/2012 00:05:00","HUD VL",61758,0.01,0.00,0.00
"11/01/2012 00:05:00","LONGIL",61762,0.01,0.00,0.00
"11/01/2012 00:05:00","MHK VL",61756,0.01,0.00,0.00
"11/01/2012 00:05:00","MILLWD",61759,0.01,0.00,0.00
"11/01/2012 00:05:00","N.Y.C.",61761,0.01,0.00,0.00
"11/01/2012 00:05:00","NORTH",61755,0.01,0.00,0.00
"11/01/2012 00:05:00","NPX",61845,0.01,0.00,0.00
"11/01/2012 00:05:00","O H",61846,0.01,0.00,0.00
"11/01/2012 00:05:00","PJM",61847,0.01,0.00,0.00
"11/01/2012 00:05:00","WEST",61752,0.01,0.00,0.00
"11/01/2012 00:10:00","CAPITL",61757,1.01,0.04,0.00
"11/01/2012 00:10:00","CENTRL",61754,1.01,0.03,0.00
"11/01/2012 00:10:00","DUNWOD",61760,1.04,0.06,0.00
"11/01/2012 00:10:00","GENESE",61753,1.03,0.06,0.00
"11/01/2012 00:10:00","H Q",61844,0.96,-0.02,0.00
"11/01/2012 00:10:00","HUD VL",61758,1.04,0.06,0.00
"11/01/2012 00:10:00","LONGIL",61762,1.06,0.08,0.00
"11/01/2012 00:10:00","MHK VL",61756,1.01,0.03,0.00
"11/01/2012 00:10:00","MILLWD",61759,1.03,0.06,0.00
"11/01/2012 00:10:00","N.Y.C.",61761,1.04,0.06,0.00
"11/01/2012 00:10:00","NORTH",61755,0.96,-0.02,0.00
"11/01/2012 00:10:00","NPX",61845,1.02,0.05,0.00
"11/01/2012 00:10:00","O H",61846,1.00,0.02,0.00
"11/01/2012 00:10:00","PJM",61847,1.01,0.03,0.00
"11/01/2012 00:10:00","WEST",61752,1.02,0.04,0.00
"11/01/2012 00:15:00","CAPITL",61757,1.03,0.04,0.00
"11/01/2012 00:15:00","CENTRL",61754,1.02,0.03,0.00
"11/01/2012 00:15:00","DUNWOD",61760,1.05,0.06,0.00
"11/01/2012 00:15:00","GENESE",61753,1.04,0.05,0.00
"11/01/2012 00:15:00","H Q",61844,0.98,-0.02,0.00
"11/01/2012 00:15:00","HUD VL",61758,1.05,0.06,0.00
"11/01/2012 00:15:00","LONGIL",61762,1.07,0.08,0.00
"11/01/2012 00:15:00","MHK VL",61756,1.02,0.03,0.00
"11/01/2012 00:15:00","MILLWD",61759,1.05,0.06,0.00
"11/01/2012 00:15:00","N.Y.C.",61761,1.05,0.06,0.00
"11/01/2012 00:15:00","NORTH",61755,0.98,-0.01,0.00
"11/01/2012 00:15:00","NPX",61845,1.04,0.05,0.00
"11/01/2012 00:15:00","O H",61846,1.00,0.01,0.00
"11/01/2012 00:15:00","PJM",61847,1.02,0.03,0.00
"11/01/2012 00:15:00","WEST",61752,1.02,0.03,0.00
"11/01/2012 00:20:00","CAPITL",61757,30.45,1.09,0.00
"11/01/2012 00:20:00","CENTRL",61754,30.07,0.70,0.00
"11/01/2012 00:20:00","DUNWOD",61760,31.07,1.70,0.00
"11/01/2012 00:20:00","GENESE",61753,30.51,1.14,0.00
"11/01/2012 00:20:00","H Q",61844,28.98,-0.38,0.00
"11/01/2012 00:20:00","HUD VL",61758,31.22,1.85,0.00
"11/01/2012 00:20:00","LONGIL",61762,31.80,2.44,0.00
"11/01/2012 00:20:00","MHK VL",61756,30.33,0.97,0.00
"11/01/2012 00:20:00","MILLWD",61759,31.01,1.64,0.00
"11/01/2012 00:20:00","N.Y.C.",61761,31.16,1.79,0.00
"11/01/2012 00:20:00","NORTH",61755,29.13,-0.24,0.00
"11/01/2012 00:20:00","NPX",61845,30.75,1.38,0.00
"11/01/2012 00:20:00","O H",61846,29.31,-0.06,0.00
"11/01/2012 00:20:00","PJM",61847,30.01,0.65,0.00
"11/01/2012 00:20:00","WEST",61752,29.72,0.35,0.00
"11/01/2012 00:25:00","CAPITL",61757,38.19,1.33,0.00
