,1,2,3,4,5,6,7,8,9,10,11,12,total
0,690.34,415.62,355.86,232.01,206.82,310.63,236.71,315.48,313.12,288.03,366.88,358.5,340.83
1,7.17,4.91,4.33,3.16,2.54,3.52,2.7,3.71,4.15,3.97,4.78,4.48,4.12
2,7.59,5.14,4.52,3.2,2.6,3.62,2.76,3.75,4.19,4.01,4.94,4.71,4.25
3,838.25,519.85,455.81,279.06,257.13,380.72,289.07,380.44,375.05,361.18,469.31,460.77,422.22
