"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"03/03/2013 00:05:00","CAPITL",61757,37.70,2.43,0.00
"03/03/2013 00:05:00","CENTRL",61754,35.37,0.11,0.00
"03/03/2013 00:05:00","DUNWOD",61760,38.40,3.14,0.00
"03/03/2013 00:05:00","GENESE",61753,34.81,-0.46,0.00
"03/03/2013 00:05:00","H Q",61844,17.94,-0.71,16.84
"03/03/2013 00:05:00","HUD VL",61758,38.30,3.03,0.00
"03/03/2013 00:05:00","LONGIL",61762,39.85,4.58,0.00
"03/03/2013 00:05:00","MHK VL",61756,36.47,1.20,0.00
"03/03/2013 00:05:00","MILLWD",61759,38.44,3.18,0.00
"03/03/2013 00:05:00","N.Y.C.",61761,38.62,3.35,0.00
"03/03/2013 00:05:00","NORTH",61755,34.39,-0.88,0.00
"03/03/2013 00:05:00","NPX",61845,21.14,2.48,16.84
"03/03/2013 00:05:00","O H",61846,17.44,-1.21,16.84
"03/03/2013 00:05:00","PJM",61847,20.00,1.35,16.84
"03/03/2013 00:05:00","WEST",61752,34.39,-0.88,0.00
"03/03/2013 00:10:00","CAPITL",61757,41.16,2.69,0.00
"03/03/2013 00:10:00","CENTRL",61754,38.58,0.12,0.00
"03/03/2013 00:10:00","DUNWOD",61760,41.85,3.39,0.00
"03/03/2013 00:10:00","GENESE",61753,38.08,-0.38,0.00
"03/03/2013 00:10:00","H Q",61844,17.94,-0.71,16.84
"03/03/2013 00:10:00","HUD VL",61758,41.73,3.27,0.00
"03/03/2013 00:10:00","LONGIL",61762,43.31,4.85,0.00
"03/03/2013 00:10:00","MHK VL",61756,39.73,1.27,0.00
"03/03/2013 00:10:00","MILLWD",61759,41.89,3.42,0.00
"03/03/2013 00:10:00","N.Y.C.",61761,42.04,3.58,0.00
"03/03/2013 00:10:00","NORTH",61755,37.50,-0.96,0.00
"03/03/2013 00:10:00","NPX",61845,21.14,2.48,16.84
"03/03/2013 00:10:00","O H",61846,17.44,-1.21,16.84
