"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"09/03/2016 00:05:00","CAPITL",61757,20.95,1.46,0.00
"09/03/2016 00:05:00","CENTRL",61754,19.61,0.12,0.00
"09/03/2016 00:05:00","DUNWOD",61760,21.38,1.89,0.00
"09/03/2016 00:05:00","GENESE",61753,19.33,-0.16,0.00
"09/03/2016 00:05:00","H Q",61844,18.89,-0.60,0.00
"09/03/2016 00:05:00","HUD VL",61758,21.34,1.85,0.00
"09/03/2016 00:05:00","LONGIL",61762,22.01,2.52,0.00
"09/03/2016 00:05:00","MHK VL",61756,20.06,0.57,0.00
"09/03/2016 00:05:00","MILLWD",61759,21.38,1.89,0.00
"09/03/2016 00:05:00","N.Y.C.",61761,21.48,1.99,0.00
"09/03/2016 00:05:00","NORTH",61755,18.93,-0.57,0.00
"09/03/2016 00:05:00","NPX",61845,19.82,1.52,1.19
"09/03/2016 00:05:00","O H",61846,18.97,-0.53,0.00
"09/03/2016 00:05:00","PJM",61847,20.17,0.68,0.00
"09/03/2016 00:05:00","WEST",61752,19.32,-0.18,0.00
"09/03/2016 00:10:00","CAPITL",61757,19.53,1.38,0.00
"09/03/2016 00:10:00","CENTRL",61754,18.22,0.07,0.00
"09/03/2016 00:10:00","DUNWOD",61760,19.93,1.78,0.00
"09/03/2016 00:10:00","GENESE",61753,17.91,-0.24,0.00
"09/03/2016 00:10:00","H Q",61844,17.60,-0.54,0.00
"09/03/2016 00:10:00","HUD VL",61758,19.87,1.72,0.00
"09/03/2016 00:10:00","LONGIL",61762,20.47,2.32,0.00
"09/03/2016 00:10:00","MHK VL",61756,18.67,0.53,0.00
"09/03/2016 00:10:00","MILLWD",61759,19.93,1.78,0.00
"09/03/2016 00:10:00","N.Y.C.",61761,20.02,1.87,0.00
"09/03/2016 00:10:00","NORTH",61755,17.62,-0.53,0.00
"09/03/2016 00:10:00","NPX",61845,18.37,1.42,1.19
"09/03/2016 00:10:00","O H",61846,17.53,-0.62,0.00
"09/03/2016 00:10:00","PJM",61847,18.73,0.58,0.00
"09/03/2016 00:10:00","WEST",61752,17.84,-0.31,0.00
"09/03/2016 00:15:00","CAPITL",61757,21.24,1.48,0.00
"09/03/2016 00:15:00","CENTRL",61754,19.81,0.06,0.00
"09/03/2016 00:15:00","DUNWOD",61760,21.67,1.92,0.00
"09/03/2016 00:15:00","GENESE",61753,19.50,-0.26,0.00
"09/03/2016 00:15:00","H Q",61844,19.18,-0.57,0.00
"09/03/2016 00:15:00","HUD VL",61758,21.61,1.86,0.00
"09/03/2016 00:15:00","LONGIL",61762,22.28,2.53,0.00
"09/03/2016 00:15:00","MHK VL",61756,20.33,0.57,0.00
"09/03/2016 00:15:00","MILLWD",61759,21.67,1.92,0.00
"09/03/2016 00:15:00","N.Y.C.",61761,21.77,2.02,0.00
"09/03/2016 00:15:00","NORTH",61755,19.20,-0.55,0.00
"09/03/2016 00:15:00","NPX",61845,20.10,1.54,1.19
"09/03/2016 00:15:00","O H",61846,19.05,-0.71,0.00
"09/03/2016 00:15:00","PJM",61847,20.35,0.59,0.00
"09/03/2016 00:15:00","WEST",61752,19.38,-0.38,0.00
"09/03/2016 00:20:00","CAPITL",61757,21.26,1.52,0.00
"09/03/2016 00:20:00","CENTRL",61754,19.80,0.06,0.00
"09/03/2016 00:20:00","DUNWOD",61760,21.67,1.94,0.00
"09/03/2016 00:20:00","GENESE",61753,19.52,-0.22,0.00
"09/03/2016 00:20:00","H Q",61844,19.14,-0.59,0.00
"09/03/2016 00:20:00","HUD VL",61758,21.61,1.88,0.00
"09/03/2016 00:20:00","LONGIL",61762,22.26,2.53,0.00
"09/03/2016 00:20:00","MHK VL",61756,20.31,0.57,0.00
"09/03/2016 00:20:00","MILLWD",61759,21.67,1.94,0.00
"09/03/2016 00:20:00","N.Y.C.",61761,21.77,2.03,0.00
