,1,2,3,4,5,6,7,8,9,10,11,12,total
0,960.63,909.4,619.15,502.92,565.71,615.15,547.73,600.89,698.68,544.02,573.09,703.46,653.4
1,10.16,10.85,7.8,6.87,7.16,7.09,6.38,7.36,9.4,7.57,7.6,8.96,8.1
2,10.57,11.24,8.0,6.91,7.24,7.17,6.44,7.37,9.41,7.64,7.75,9.28,8.25
3,1115.39,1075.71,744.68,582.49,645.44,698.27,633.99,698.38,799.4,637.47,695.62,849.28,764.68
