,1,2,3,4,5,6,7,8,9,10,11,12,total
0,918.42,707.51,407.51,345.78,284.94,367.57,272.07,450.52,506.35,400.64,513.15,612.18,482.22
1,9.39,8.33,5.06,4.78,3.53,4.16,3.14,5.31,6.77,5.59,6.9,7.92,5.91
2,9.94,8.66,5.23,4.79,3.6,4.25,3.2,5.36,6.81,5.62,7.0,8.11,6.05
3,1136.13,877.8,509.57,421.74,351.0,442.95,328.98,555.58,601.48,487.94,625.22,740.88,589.94
