REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2020/05/12 04:30:00,6660.2,30.59,TRADE
NSW1,2020/05/12 05:00:00,6815.57,33.21,TRADE
NSW1,2020/05/12 05:30:00,7089.66,35.26,TRADE
NSW1,2020/05/12 06:00:00,7408.76,32.95,TRADE
NSW1,2020/05/12 06:30:00,7991.55,36.3,TRADE
NSW1,2020/05/12 07:00:00,8589.76,39.71,TRADE
NSW1,2020/05/12 07:30:00,8957.66,40.78,TRADE
NSW1,2020/05/12 08:00:00,9137.69,39.8,TRADE
NSW1,2020/05/12 08:30:00,9087.81,37.11,TRADE
NSW1,2020/05/12 09:00:00,9078.37,37.73,TRADE
NSW1,2020/05/12 09:30:00,8732.24,36.15,TRADE
NSW1,2020/05/12 10:00:00,8384.57,33.8,TRADE
NSW1,2020/05/12 10:30:00,8105.6,31.83,TRADE
NSW1,2020/05/12 11:00:00,7794.4,13.34,TRADE
NSW1,2020/05/12 11:30:00,7597.83,5.41,TRADE
NSW1,2020/05/12 12:00:00,7438.36,14.48,TRADE
NSW1,2020/05/12 12:30:00,7300.94,34.01,TRADE
NSW1,2020/05/12 13:00:00,7215.07,24.26,TRADE
NSW1,2020/05/12 13:30:00,7194.2,35.16,TRADE
NSW1,2020/05/12 14:00:00,7188.54,35.4,TRADE
NSW1,2020/05/12 14:30:00,7206.67,35.68,TRADE
NSW1,2020/05/12 15:00:00,7386.46,36.83,TRADE
NSW1,2020/05/12 15:30:00,7529.54,37.26,TRADE
NSW1,2020/05/12 16:00:00,7851.92,41.91,TRADE
NSW1,2020/05/12 16:30:00,8164.06,42.23,TRADE
NSW1,2020/05/12 17:00:00,8670.44,56.36,TRADE
NSW1,2020/05/12 17:30:00,9294.05,67.52,TRADE
NSW1,2020/05/12 18:00:00,9981.23,80.43,TRADE
NSW1,2020/05/12 18:30:00,10008.65,61.48,TRADE
NSW1,2020/05/12 19:00:00,9814.89,48.44,TRADE
NSW1,2020/05/12 19:30:00,9536.26,43.77,TRADE
NSW1,2020/05/12 20:00:00,9315.15,43.22,TRADE
NSW1,2020/05/12 20:30:00,9145.44,40.96,TRADE
NSW1,2020/05/12 21:00:00,8907.84,39.25,TRADE
NSW1,2020/05/12 21:30:00,8686.17,39.48,TRADE
NSW1,2020/05/12 22:00:00,8362.76,38.55,TRADE
NSW1,2020/05/12 22:30:00,8398.41,41.41,TRADE
NSW1,2020/05/12 23:00:00,8132.26,37.85,TRADE
NSW1,2020/05/12 23:30:00,8060.79,41.2,TRADE
NSW1,2020/05/13 00:00:00,7955.40,44.14,TRADE
