,1,2,3,4,5,6,7,8,9,10,11,12,total
0,905.91,898.21,663.62,519.72,586.79,614.3,583.49,591.58,772.53,530.28,576.37,743.34,665.51
1,9.65,10.74,8.33,7.07,7.37,7.19,6.76,7.15,10.35,7.42,7.63,9.38,8.25
2,10.06,11.09,8.52,7.13,7.48,7.26,6.83,7.19,10.39,7.48,7.78,9.79,8.42
3,1065.34,1060.52,788.91,602.82,682.33,709.42,674.44,690.1,877.39,623.73,688.35,914.42,781.48
