"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"10/09/2014 00:05:00","CAPITL",61757,9.21,0.36,-0.16
"10/09/2014 00:05:00","CENTRL",61754,8.62,-0.09,-0.02
"10/09/2014 00:05:00","DUNWOD",61760,9.46,0.66,-0.12
"10/09/2014 00:05:00","GENESE",61753,8.36,-0.34,-0.01
"10/09/2014 00:05:00","H Q",61844,8.69,0.00,0.00
"10/09/2014 00:05:00","HUD VL",61758,9.44,0.63,-0.11
"10/09/2014 00:05:00","LONGIL",61762,9.67,0.86,-0.12
"10/09/2014 00:05:00","MHK VL",61756,8.70,0.00,-0.01
"10/09/2014 00:05:00","MILLWD",61759,9.46,0.65,-0.12
"10/09/2014 00:05:00","N.Y.C.",61761,9.51,0.70,-0.12
"10/09/2014 00:05:00","NORTH",61755,7.48,-1.20,0.01
"10/09/2014 00:05:00","NPX",61845,9.29,0.46,-0.14
"10/09/2014 00:05:00","O H",61846,8.09,-0.62,-0.02
"10/09/2014 00:05:00","PJM",61847,8.95,0.18,-0.08
"10/09/2014 00:05:00","WEST",61752,8.10,-0.60,-0.02
"10/09/2014 00:10:00","CAPITL",61757,9.01,0.36,0.00
"10/09/2014 00:10:00","CENTRL",61754,8.59,-0.07,0.00
"10/09/2014 00:10:00","DUNWOD",61760,9.28,0.62,0.00
"10/09/2014 00:10:00","GENESE",61753,8.35,-0.31,0.00
"10/09/2014 00:10:00","H Q",61844,-23.64,0.00,32.30
"10/09/2014 00:10:00","HUD VL",61758,9.26,0.61,0.00
"10/09/2014 00:10:00","LONGIL",61762,9.46,0.81,0.00
"10/09/2014 00:10:00","MHK VL",61756,8.66,0.00,0.00
"10/09/2014 00:10:00","MILLWD",61759,9.27,0.61,0.00
"10/09/2014 00:10:00","N.Y.C.",61761,9.33,0.68,0.00
"10/09/2014 00:10:00","NORTH",61755,-24.38,-1.19,31.84
"10/09/2014 00:10:00","NPX",61845,9.11,0.45,0.00
"10/09/2014 00:10:00","O H",61846,8.10,-0.56,0.00
"10/09/2014 00:10:00","PJM",61847,8.85,0.19,0.00
"10/09/2014 00:10:00","WEST",61752,8.11,-0.55,0.00
"10/09/2014 00:15:00","CAPITL",61757,8.99,0.35,0.00
"10/09/2014 00:15:00","CENTRL",61754,8.59,-0.05,0.00
"10/09/2014 00:15:00","DUNWOD",61760,9.25,0.61,0.00
"10/09/2014 00:15:00","GENESE",61753,8.34,-0.30,0.00
"10/09/2014 00:15:00","H Q",61844,-23.61,0.00,32.25
"10/09/2014 00:15:00","HUD VL",61758,9.23,0.60,0.00
"10/09/2014 00:15:00","LONGIL",61762,9.43,0.79,0.00
"10/09/2014 00:15:00","MHK VL",61756,8.64,0.00,0.00
"10/09/2014 00:15:00","MILLWD",61759,9.24,0.60,0.00
"10/09/2014 00:15:00","N.Y.C.",61761,9.30,0.66,0.00
"10/09/2014 00:15:00","NORTH",61755,-24.41,-1.21,31.84
"10/09/2014 00:15:00","NPX",61845,9.08,0.44,0.00
"10/09/2014 00:15:00","O H",61846,8.10,-0.54,0.00
"10/09/2014 00:15:00","PJM",61847,8.85,0.21,0.00
"10/09/2014 00:15:00","WEST",61752,8.11,-0.53,0.00
"10/09/2014 00:20:00","CAPITL",61757,8.95,0.34,0.00
"10/09/2014 00:20:00","CENTRL",61754,8.57,-0.03,0.00
"10/09/2014 00:20:00","DUNWOD",61760,9.20,0.60,0.00
"10/09/2014 00:20:00","GENESE",61753,8.33,-0.28,0.00
"10/09/2014 00:20:00","H Q",61844,-23.59,0.00,32.19
"10/09/2014 00:20:00","HUD VL",61758,9.18,0.58,0.00
"10/09/2014 00:20:00","LONGIL",61762,9.38,0.77,0.00
"10/09/2014 00:20:00","MHK VL",61756,8.61,0.01,0.00
"10/09/2014 00:20:00","MILLWD",61759,9.20,0.59,0.00
"10/09/2014 00:20:00","N.Y.C.",61761,9.24,0.64,0.00
"10/09/2014 00:20:00","NORTH",61755,-24.40,-1.22,31.78
"10/09/2014 00:20:00","NPX",61845,9.02,0.42,0.00
"10/09/2014 00:20:00","O H",61846,8.11,-0.49,0.00
"10/09/2014 00:20:00","PJM",61847,8.82,0.22,0.00
"10/09/2014 00:20:00","WEST",61752,8.12,-0.48,0.00
"10/09/2014 00:25:00","CAPITL",61757,8.86,0.32,0.00
"10/09/2014 00:25:00","CENTRL",61754,8.56,0.01,0.00
"10/09/2014 00:25:00","DUNWOD",61760,9.12,0.57,0.00
"10/09/2014 00:25:00","GENESE",61753,8.30,-0.25,0.00
"10/09/2014 00:25:00","H Q",61844,-23.60,0.00,32.15
"10/09/2014 00:25:00","HUD VL",61758,9.10,0.56,0.00
"10/09/2014 00:25:00","LONGIL",61762,9.28,0.74,0.00
"10/09/2014 00:25:00","MHK VL",61756,8.56,0.01,0.00
"10/09/2014 00:25:00","MILLWD",61759,9.11,0.56,0.00
"10/09/2014 00:25:00","N.Y.C.",61761,9.15,0.61,0.00
"10/09/2014 00:25:00","NORTH",61755,-24.41,-1.22,31.74
"10/09/2014 00:25:00","NPX",61845,8.94,0.39,0.00
"10/09/2014 00:25:00","O H",61846,8.14,-0.41,0.00
"10/09/2014 00:25:00","PJM",61847,8.80,0.25,0.00
"10/09/2014 00:25:00","WEST",61752,8.14,-0.41,0.00
"10/09/2014 00:30:00","CAPITL",61757,8.76,0.30,0.00
"10/09/2014 00:30:00","CENTRL",61754,8.49,0.03,0.00
"10/09/2014 00:30:00","DUNWOD",61760,9.02,0.56,0.00
"10/09/2014 00:30:00","GENESE",61753,8.27,-0.19,0.00
"10/09/2014 00:30:00","H Q",61844,-23.63,0.00,32.09
"10/09/2014 00:30:00","HUD VL",61758,9.01,0.54,0.00
"10/09/2014 00:30:00","LONGIL",61762,9.19,0.73,0.00
"10/09/2014 00:30:00","MHK VL",61756,8.47,0.01,0.00
"10/09/2014 00:30:00","MILLWD",61759,9.02,0.55,0.00
"10/09/2014 00:30:00","N.Y.C.",61761,9.06,0.59,0.00
"10/09/2014 00:30:00","NORTH",61755,-24.42,-1.20,31.69
"10/09/2014 00:30:00","NPX",61845,8.84,0.37,0.00
"10/09/2014 00:30:00","O H",61846,8.12,-0.35,0.00
"10/09/2014 00:30:00","PJM",61847,8.71,0.25,0.00
"10/09/2014 00:30:00","WEST",61752,8.14,-0.33,0.00
"10/09/2014 00:35:00","CAPITL",61757,8.79,0.30,0.00
"10/09/2014 00:35:00","CENTRL",61754,8.48,0.00,0.00
"10/09/2014 00:35:00","DUNWOD",61760,9.05,0.57,0.00
"10/09/2014 00:35:00","GENESE",61753,8.27,-0.21,0.00
"10/09/2014 00:35:00","H Q",61844,-23.64,0.00,32.13
"10/09/2014 00:35:00","HUD VL",61758,9.03,0.55,0.00
"10/09/2014 00:35:00","LONGIL",61762,9.22,0.74,0.00
"10/09/2014 00:35:00","MHK VL",61756,8.49,0.01,0.00
"10/09/2014 00:35:00","MILLWD",61759,9.04,0.56,0.00
"10/09/2014 00:35:00","N.Y.C.",61761,9.09,0.61,0.00
"10/09/2014 00:35:00","NORTH",61755,-24.42,-1.19,31.72
"10/09/2014 00:35:00","NPX",61845,8.87,0.39,0.00
"10/09/2014 00:35:00","O H",61846,8.10,-0.38,0.00
"10/09/2014 00:35:00","PJM",61847,8.71,0.23,0.00
"10/09/2014 00:35:00","WEST",61752,8.13,-0.36,0.00
"10/09/2014 00:40:00","CAPITL",61757,8.76,0.30,0.00
"10/09/2014 00:40:00","CENTRL",61754,8.47,0.01,0.00
"10/09/2014 00:40:00","DUNWOD",61760,9.01,0.56,0.00
"10/09/2014 00:40:00","GENESE",61753,8.26,-0.19,0.00
"10/09/2014 00:40:00","H Q",61844,-23.65,0.00,32.10
"10/09/2014 00:40:00","HUD VL",61758,9.00,0.54,0.00
"10/09/2014 00:40:00","LONGIL",61762,9.18,0.73,0.00
"10/09/2014 00:40:00","MHK VL",61756,8.47,0.01,0.00
"10/09/2014 00:40:00","MILLWD",61759,9.01,0.55,0.00
"10/09/2014 00:40:00","N.Y.C.",61761,9.05,0.59,0.00
"10/09/2014 00:40:00","NORTH",61755,-24.42,-1.18,31.70
"10/09/2014 00:40:00","NPX",61845,8.84,0.38,0.00
"10/09/2014 00:40:00","O H",61846,8.10,-0.35,0.00
"10/09/2014 00:40:00","PJM",61847,8.69,0.23,0.00
"10/09/2014 00:40:00","WEST",61752,8.14,-0.32,0.00
"10/09/2014 00:45:00","CAPITL",61757,6.69,0.24,0.00
"10/09/2014 00:45:00","CENTRL",61754,6.45,0.00,0.00
"10/09/2014 00:45:00","DUNWOD",61760,6.88,0.43,0.00
"10/09/2014 00:45:00","GENESE",61753,6.28,-0.17,0.00
"10/09/2014 00:45:00","H Q",61844,-23.96,0.00,30.41
"10/09/2014 00:45:00","HUD VL",61758,6.86,0.41,0.00
"10/09/2014 00:45:00","LONGIL",61762,7.00,0.55,0.00
"10/09/2014 00:45:00","MHK VL",61756,6.45,0.01,0.00
"10/09/2014 00:45:00","MILLWD",61759,6.87,0.43,0.00
"10/09/2014 00:45:00","N.Y.C.",61761,6.91,0.46,0.00
"10/09/2014 00:45:00","NORTH",61755,-24.48,-0.91,30.02
"10/09/2014 00:45:00","NPX",61845,6.74,0.30,0.00
"10/09/2014 00:45:00","O H",61846,6.15,-0.30,0.00
"10/09/2014 00:45:00","PJM",61847,6.62,0.17,0.00
"10/09/2014 00:45:00","WEST",61752,6.18,-0.27,0.00
"10/09/2014 00:50:00","CAPITL",61757,5.01,0.19,0.00
"10/09/2014 00:50:00","CENTRL",61754,4.81,0.00,0.00
"10/09/2014 00:50:00","DUNWOD",61760,5.14,0.32,0.00
"10/09/2014 00:50:00","GENESE",61753,4.69,-0.13,0.00
"10/09/2014 00:50:00","H Q",61844,-24.20,0.00,29.02
"10/09/2014 00:50:00","HUD VL",61758,5.13,0.31,0.00
"10/09/2014 00:50:00","LONGIL",61762,5.22,0.40,0.00
"10/09/2014 00:50:00","MHK VL",61756,4.82,0.00,0.00
"10/09/2014 00:50:00","MILLWD",61759,5.13,0.31,0.00
"10/09/2014 00:50:00","N.Y.C.",61761,5.16,0.34,0.00
"10/09/2014 00:50:00","NORTH",61755,-24.53,-0.69,28.66
