,1,2,3,4,5,6,7,8,9,10,11,12,total
0,47.63,21.32,19.46,17.61,15.3,28.07,16.21,29.54,37.18,37.24,16.04,19.59,25.43
1,28.69,22.44,21.33,23.11,17.83,26.28,29.31,1007.5,40.61,33.39,27.09,44.12,110.14
2,33.92,22.92,21.7,22.44,18.98,28.65,22.66,34.41,36.65,34.22,23.33,39.91,28.32
3,73.15,26.85,23.81,22.71,22.63,41.88,22.91,45.01,55.51,51.99,21.71,21.91,35.84
