,1,2,3,4,5,6,7,8,9,10,11,12,total
0,144.25,153.39,333.43,157.26,222.76,250.33,368.88,285.79,246.28,148.54,152.6,142.85,217.2
1,1.63,1.89,4.25,2.13,2.75,2.83,4.13,3.27,3.2,2.07,2.07,1.87,2.67
2,1.6,1.87,4.32,2.14,2.81,2.89,4.33,3.37,3.27,2.06,2.05,1.86,2.71
3,179.28,191.32,391.25,200.86,287.41,316.82,480.56,364.44,307.28,181.76,185.1,175.4,271.79
