,1,2,3,4,5,6,7,8,9,10,11,12,total
0,1104.89,814.12,617.49,371.4,515.87,653.97,632.37,671.74,720.78,428.05,474.26,655.52,638.37
1,11.4,9.63,7.72,5.23,6.37,7.58,7.37,8.18,9.86,6.16,6.39,8.22,7.84
2,12.1,9.96,7.9,5.21,6.49,7.66,7.41,8.16,9.8,6.12,6.49,8.58,7.99
3,1372.65,966.09,732.4,448.55,620.49,759.14,746.55,778.43,837.13,509.22,577.23,808.42,763.03
