,1,2,3,4,5,6,7,8,9,10,11,12,total
0,26.48,94.35,16.46,18.24,19.58,25.75,13.08,11.03,12.65,16.97,16.83,23.7,24.59
1,157.94,1935.48,1248.06,701.02,1368.85,64.59,1495.88,49.18,1739.37,319.86,440.96,243.18,813.7
2,38.75,75.56,48.97,93.47,48.98,57.27,89.44,50.24,34.79,65.81,105.65,68.01,64.74
3,40.49,136.49,29.09,22.73,30.68,46.01,20.05,15.2,16.86,24.16,27.81,42.56,37.68
